filepath,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags
Mo-Do/Eins_Zwei_Polizei.1.mid,Eins Zwei Polizei,Modo,['hyper'],2,6.790000000000001,5.785,6.13
Air_Supply/Making_Love_Out_of_Nothing_at_All.1.mid,All Out of Love,Air Supply,['romantic'],8,7.466386554621849,4.884957983193278,6.14563025210084
Air_Supply/Making_Love_Out_of_Nothing_at_All.2.mid,All Out of Love,Air Supply,['romantic'],8,7.466386554621849,4.884957983193278,6.14563025210084
Air_Supply/Making_Love_Out_of_Nothing_at_All.mid,All Out of Love,Air Supply,['romantic'],8,7.466386554621849,4.884957983193278,6.14563025210084
Air_Supply/All_Out_Of_Love.mid,All Out of Love,Air Supply,['romantic'],8,7.466386554621849,4.884957983193278,6.14563025210084
Air_Supply/All_Out_Of_Love.1.mid,All Out of Love,Air Supply,['romantic'],8,7.466386554621849,4.884957983193278,6.14563025210084
Air_Supply/All_Out_Of_Love.3.mid,All Out of Love,Air Supply,['romantic'],8,7.466386554621849,4.884957983193278,6.14563025210084
Air_Supply/All_Out_Of_Love.2.mid,All Out of Love,Air Supply,['romantic'],8,7.466386554621849,4.884957983193278,6.14563025210084
Air_Supply/Even_the_Nights_Are_Better.1.mid,Even the Nights Are Better,Air Supply,['romantic'],4,7.420000000000001,4.9625,5.911666666666666
Air_Supply/Even_the_Nights_Are_Better.mid,Even the Nights Are Better,Air Supply,['romantic'],4,7.420000000000001,4.9625,5.911666666666666
The_Verve_Pipe/The_Freshman.mid,The Freshman,The Verve Pipe,['gentle'],2,5.6466666666666665,3.276666666666667,5.913333333333333
The_Verve_Pipe/The_Freshman.2.mid,The Freshman,The Verve Pipe,['gentle'],2,5.6466666666666665,3.276666666666667,5.913333333333333
The_Verve_Pipe/The_Freshman.1.mid,The Freshman,The Verve Pipe,['gentle'],2,5.6466666666666665,3.276666666666667,5.913333333333333
Blackstreet/Dont_Leave_Me.mid,Don't Leave Me,Blackstreet,['smooth'],5,7.408615384615385,4.568000000000001,6.0
Traveling_Wilburys/End_of_the_Line.mid,End of the Line,Traveling Wilburys,['happy'],6,8.03829268292683,5.581707317073171,7.06951219512195
En_Vogue/Dont_Let_Go_Love_.mid,Don't Let Go (Love),En Vogue,"['romantic', 'sexy']",18,7.086428571428572,5.285918367346938,6.007448979591838
En_Vogue/Dont_Let_Go_Love_.mid,Don't Let Go,En Vogue,['smooth'],6,6.388181818181818,4.450151515151515,5.75969696969697
En_Vogue/My_Lovin_Youre_Never_Gonna_Get_It_.1.mid,My Lovin' (You're Never Gonna Get It),En Vogue,['sexy'],7,6.937368421052632,5.796578947368422,5.8276315789473685
En_Vogue/My_Lovin_Youre_Never_Gonna_Get_It_.mid,My Lovin' (You're Never Gonna Get It),En Vogue,['sexy'],7,6.937368421052632,5.796578947368422,5.8276315789473685
Mandy_Moore/I_Wanna_Be_With_You.mid,I Wanna Be With You,Mandy Moore,"['romantic', 'sweet']",12,7.248059701492537,4.935,6.113283582089553
The_Folk_Implosion/Natural_One.mid,Natural One,The Folk Implosion,['trippy'],8,5.996739130434782,3.985,5.327826086956521
Dan_Fogelberg/Longer.mid,Longer,Dan Fogelberg,['romantic'],13,7.461344537815129,4.455042016806723,6.342016806722689
Clarence_Frogman_Henry/I_Dont_Know_Why_But_I_Do.1.mid,(I Don't Know Why) but I Do,"Clarence ""Frogman"" Henry",['sweet'],6,5.439166666666666,5.151041666666667,5.209583333333333
Clarence_Frogman_Henry/I_Dont_Know_Why_But_I_Do.mid,(I Don't Know Why) but I Do,"Clarence ""Frogman"" Henry",['sweet'],6,5.439166666666666,5.151041666666667,5.209583333333333
Foreigner/Urgent.1.mid,Urgent,Foreigner,['urgent'],5,4.584,4.967,4.956999999999999
Foreigner/Urgent.3.mid,Urgent,Foreigner,['urgent'],5,4.584,4.967,4.956999999999999
Foreigner/Urgent.2.mid,Urgent,Foreigner,['urgent'],5,4.584,4.967,4.956999999999999
Foreigner/Urgent.mid,Urgent,Foreigner,['urgent'],5,4.584,4.967,4.956999999999999
They_Might_Be_Giants/Shes_an_Angel.mid,She's An Angel,They Might Be Giants,"['sweet', 'quirky']",11,6.537692307692308,4.306153846153846,5.337692307692308
They_Might_Be_Giants/Istanbul_Not_Constantinople_.mid,Istanbul (Not Constantinople),They Might Be Giants,"['fun', 'quirky']",9,7.172738095238098,5.092976190476191,6.305833333333334
TLC/Red_Light_Special.mid,Red Light Special,TLC,"['sensual', 'smooth']",14,7.174695121951219,5.766951219512194,6.190609756097563
TLC/Red_Light_Special.1.mid,Red Light Special,TLC,"['sensual', 'smooth']",14,7.174695121951219,5.766951219512194,6.190609756097563
Michael_George/One_More_Try.3.mid,One More Try,George Michael,['romantic'],24,6.17727272727273,4.0726262626262635,5.565353535353537
Michael_George/One_More_Try.2.mid,One More Try,George Michael,['romantic'],24,6.17727272727273,4.0726262626262635,5.565353535353537
Michael_George/One_More_Try.1.mid,One More Try,George Michael,['romantic'],24,6.17727272727273,4.0726262626262635,5.565353535353537
Michael_George/One_More_Try.mid,One More Try,George Michael,['romantic'],24,6.17727272727273,4.0726262626262635,5.565353535353537
Michael_George/Father_Figure.mid,Father Figure,George Michael,['sensual'],9,7.348169014084507,5.565633802816901,6.181549295774648
Michael_George/Father_Figure.1.mid,Father Figure,George Michael,['sensual'],9,7.348169014084507,5.565633802816901,6.181549295774648
Michael_George/Father_Figure.2.mid,Father Figure,George Michael,['sensual'],9,7.348169014084507,5.565633802816901,6.181549295774648
Michael_George/Careless_Whisper.mid,Careless Whisper,George Michael,['romantic'],16,7.2561718750000015,4.936640625,6.0859375
Michael_George/Careless_Whisper.1.mid,Careless Whisper,George Michael,['romantic'],16,7.2561718750000015,4.936640625,6.0859375
Michael_George/Careless_Whisper.3.mid,Careless Whisper,George Michael,['romantic'],16,7.2561718750000015,4.936640625,6.0859375
Michael_George/Careless_Whisper.2.mid,Careless Whisper,George Michael,['romantic'],16,7.2561718750000015,4.936640625,6.0859375
Michael_George/Outside.mid,Outside,George Michael,['sexy'],8,6.685294117647058,5.170784313725489,5.464901960784314
Michael_George/Fast_Love.mid,Fast Love,George Michael,['smooth'],13,6.6184415584415595,4.884025974025974,5.824545454545454
Michael_George/Fast_Love.1.mid,Fast Love,George Michael,['smooth'],13,6.6184415584415595,4.884025974025974,5.824545454545454
Michael_George/Too_Funky.mid,Too Funky,George Michael,['sexy'],8,7.226326530612246,6.125510204081632,6.066122448979592
Michael_George/Too_Funky.1.mid,Too Funky,George Michael,['sexy'],8,7.226326530612246,6.125510204081632,6.066122448979592
Michael_George/Jesus_to_a_Child.1.mid,Jesus to a Child,George Michael,['romantic'],17,6.116747967479674,3.8492682926829276,5.609268292682927
Michael_George/Jesus_to_a_Child.2.mid,Jesus to a Child,George Michael,['romantic'],17,6.116747967479674,3.8492682926829276,5.609268292682927
Michael_George/Jesus_to_a_Child.3.mid,Jesus to a Child,George Michael,['romantic'],17,6.116747967479674,3.8492682926829276,5.609268292682927
Michael_George/Jesus_to_a_Child.mid,Jesus to a Child,George Michael,['romantic'],17,6.116747967479674,3.8492682926829276,5.609268292682927
Michael_George/Roxanne.mid,Roxanne,George Michael,['smooth'],11,6.178837209302325,4.05546511627907,5.78360465116279
Joni_Mitchell/Marcie.mid,Marcie,Joni Mitchell,['nostalgic'],3,2.2575,2.1149999999999998,2.165
"Joni_Mitchell/Both_Sides,_Now.mid",Both Sides Now,Joni Mitchell,"['melancholy', 'sad', 'mellow']",15,4.472773109243698,3.8667226890756314,4.8641176470588245
Joni_Mitchell/That_Song_About_the_Midway.mid,That Song About The Midway,Joni Mitchell,"['wistful', 'calm', 'soft', 'quiet']",9,5.2925,2.8212500000000005,5.2075
Joni_Mitchell/Cold_Blue_Steel_and_Sweet_Fire.mid,Cold Blue Steel and Sweet Fire,Joni Mitchell,['cold'],5,5.7459999999999996,4.036,5.601999999999999
"Neil_Young/My_My,_Hey_Hey_Out_of_the_Blue_.mid","My My, Hey Hey",Neil Young,['brooding'],2,2.845,3.405,4.01
"Neil_Young/My_My,_Hey_Hey_Out_of_the_Blue_.mid","My My, Hey Hey (Out of the Blue)",Neil Young,['melancholy'],12,4.952272727272728,3.6181818181818177,4.957878787878787
Village_People/Y.M.C.A.mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Village_People/Y.M.C.A..mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Village_People/Y.M.C.A..1.mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Village_People/Y.M.C.A.4.mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Village_People/Y.M.C.A.5.mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Village_People/Y.M.C.A.2.mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Village_People/Y.M.C.A.3.mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Village_People/Y.M.C.A.1.mid,Y.M.C.A,Village People,['driving'],4,6.51375,4.5775,5.376250000000001
Oasis/Stop_Crying_Your_Heart_Out.mid,Stop Crying Your Heart Out,Oasis,"['sad', 'mellow']",12,4.851999999999999,3.4508,4.707199999999999
Weezer/Say_It_Aint_So.mid,Say It Ain't So,Weezer,['mellow'],12,5.556363636363636,3.884181818181818,5.376727272727271
Weezer/Only_in_Dreams.mid,Only in Dreams,Weezer,"['epic', 'sad', 'mellow']",14,5.993559322033898,4.22271186440678,5.4878813559322035
Weezer/The_Good_Life.mid,The Good Life,Weezer,['fun'],7,7.736470588235293,5.748823529411764,6.562941176470588
The_Presidents_of_the_United_States_of_America/Video_Killed_The_Radio_Star.mid,Video Killed the Radio Star,The Presidents of the United States of America,['fun'],9,7.923095238095238,5.6745238095238095,6.766666666666667
Presidents_Of_The_United_States/Video_Killed_The_Radio_Star.mid,Video Killed the Radio Star,The Presidents of the United States of America,['fun'],9,7.923095238095238,5.6745238095238095,6.766666666666667
Presidents_Of_The_United_States/Peaches.mid,Peaches,The Presidents of the United States of America,['fun'],8,7.530600000000001,5.226600000000001,6.6282
Frank_Sinatra/Strangers_in_the_Night.2.mid,Strangers in the Night,Frank Sinatra,['romantic'],13,7.030204081632654,4.423673469387756,6.1236734693877555
Frank_Sinatra/Strangers_in_the_Night.mid,Strangers in the Night,Frank Sinatra,['romantic'],13,7.030204081632654,4.423673469387756,6.1236734693877555
Frank_Sinatra/Strangers_in_the_Night.1.mid,Strangers in the Night,Frank Sinatra,['romantic'],13,7.030204081632654,4.423673469387756,6.1236734693877555
Frank_Sinatra/Come_Rain_or_Come_Shine.mid,Come Rain Or Come Shine,Frank Sinatra,['romantic'],2,5.911875,4.5065625,6.039687499999999
Frank_Sinatra/Witchcraft.mid,Witchcraft,Frank Sinatra,['halloween'],2,1.9786666666666666,1.8133333333333332,1.6
Frank_Sinatra/Witchcraft.1.mid,Witchcraft,Frank Sinatra,['halloween'],2,1.9786666666666666,1.8133333333333332,1.6
Frank_Sinatra/Bewitched.mid,Bewitched,Frank Sinatra,['romantic'],5,6.838333333333334,4.1691666666666665,5.779166666666667
Frank_Sinatra/Three_Coins_in_a_Fountain.mid,Three Coins in a Fountain,Frank Sinatra,['yearning'],3,4.363333333333333,3.19,3.48
Frank_Sinatra/Something_Stupid.mid,Something Stupid,Frank Sinatra,['tender'],1,6.47,3.22,5.849999999999999
Frank_Sinatra/Something_Stupid.mid,Something Stupid,Frank & Nancy Sinatra,['romantic'],10,7.024222222222223,4.814666666666666,5.846666666666668
BOWIE_DAVID/Rebel_Rebel.mid,Rebel Rebel (2003),David Bowie,['gloomy'],3,4.68,4.6866666666666665,4.013333333333334
BOWIE_DAVID/Rebel_Rebel.1.mid,Rebel Rebel (2003),David Bowie,['gloomy'],3,4.68,4.6866666666666665,4.013333333333334
BOWIE_DAVID/Heroes.mid,"""Heroes""",David Bowie,['epic'],14,6.791428571428573,4.655555555555555,5.404285714285715
REDDING_OTIS/Sitin_on_The_Dock_of_the_Bay.2.mid,(Sittin' on The) Dock of the Bay,Otis Redding,['gentle'],4,6.0025,3.295,6.265000000000001
REDDING_OTIS/Sitin_on_The_Dock_of_the_Bay.1.mid,(Sittin' on The) Dock of the Bay,Otis Redding,['gentle'],4,6.0025,3.295,6.265000000000001
REDDING_OTIS/Sitin_on_The_Dock_of_the_Bay.mid,(Sittin' on The) Dock of the Bay,Otis Redding,['gentle'],4,6.0025,3.295,6.265000000000001
REDDING_OTIS/Sitin_on_The_Dock_of_the_Bay.2.mid,Sitting on the Dock of the Bay,Otis Redding,['relaxed'],5,6.543636363636364,4.022727272727273,6.304545454545455
REDDING_OTIS/Sitin_on_The_Dock_of_the_Bay.1.mid,Sitting on the Dock of the Bay,Otis Redding,['relaxed'],5,6.543636363636364,4.022727272727273,6.304545454545455
REDDING_OTIS/Sitin_on_The_Dock_of_the_Bay.mid,Sitting on the Dock of the Bay,Otis Redding,['relaxed'],5,6.543636363636364,4.022727272727273,6.304545454545455
Zucchero/Muoio_per_te.mid,Muoio Per Te,Zucchero,['relaxed'],2,7.43,3.805,6.77
Electric_Light_Orchestra/Telephone_Line.mid,Telephone Line,Electric Light Orchestra / Elo,['bleak'],14,4.71945945945946,3.4636486486486486,4.522432432432432
Electric_Light_Orchestra/Telephone_Line.2.mid,Telephone Line,Electric Light Orchestra / Elo,['bleak'],14,4.71945945945946,3.4636486486486486,4.522432432432432
Electric_Light_Orchestra/Telephone_Line.1.mid,Telephone Line,Electric Light Orchestra / Elo,['bleak'],14,4.71945945945946,3.4636486486486486,4.522432432432432
Electric_Light_Orchestra/Strange_Magic.mid,Strange Magic,Electric Light Orchestra / Elo,['bleak'],19,4.776304347826088,3.519239130434783,4.5978260869565215
Electric_Light_Orchestra/Strange_Magic.1.mid,Strange Magic,Electric Light Orchestra / Elo,['bleak'],19,4.776304347826088,3.519239130434783,4.5978260869565215
Electric_Light_Orchestra/Dont_Bring_Me_Down.mid,Don´t Bring Me Down,Electric Light Orchestra,"['sophisticated', 'summery', 'bright']",3,4.386666666666667,3.3766666666666665,4.1866666666666665
Electric_Light_Orchestra/Dont_Bring_Me_Down.1.mid,Don´t Bring Me Down,Electric Light Orchestra,"['sophisticated', 'summery', 'bright']",3,4.386666666666667,3.3766666666666665,4.1866666666666665
Electric_Light_Orchestra/Mr_Blue_Sky.mid,Mr. Blue Sky,Electric Light Orchestra,['happy'],11,8.136575342465754,5.771917808219179,6.919315068493151
Johannes_Brahms/Hungarian_Dance_Nr_1_In_G_Minor.1.mid,Hungarian Dance No. 5 in G minor,Johannes Brahms,['romantic'],2,7.593809523809524,5.051428571428572,6.433809523809523
Johannes_Brahms/Hungarian_Dance_Nr_1_In_G_Minor.mid,Hungarian Dance No. 5 in G minor,Johannes Brahms,['romantic'],2,7.593809523809524,5.051428571428572,6.433809523809523
John_Elton/Your_Song.mid,Your Song,Elton John,['romantic'],15,6.927812499999999,4.311458333333333,5.989062499999999
John_Elton/Your_Song.5.mid,Your Song,Elton John,['romantic'],15,6.927812499999999,4.311458333333333,5.989062499999999
John_Elton/Your_Song.4.mid,Your Song,Elton John,['romantic'],15,6.927812499999999,4.311458333333333,5.989062499999999
John_Elton/Your_Song.6.mid,Your Song,Elton John,['romantic'],15,6.927812499999999,4.311458333333333,5.989062499999999
John_Elton/Your_Song.3.mid,Your Song,Elton John,['romantic'],15,6.927812499999999,4.311458333333333,5.989062499999999
John_Elton/Your_Song.2.mid,Your Song,Elton John,['romantic'],15,6.927812499999999,4.311458333333333,5.989062499999999
John_Elton/Your_Song.1.mid,Your Song,Elton John,['romantic'],15,6.927812499999999,4.311458333333333,5.989062499999999
John_Elton/Candle_in_the_Wind.5.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Candle_in_the_Wind.4.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Candle_in_the_Wind.6.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Candle_in_the_Wind.7.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Candle_in_the_Wind.3.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Candle_in_the_Wind.2.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Candle_in_the_Wind.1.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Candle_in_the_Wind.mid,Candle in the Wind,Elton John,['sad'],9,5.680465116279069,3.889767441860465,5.574651162790698
John_Elton/Island_Girl.1.mid,Island Girl,Elton John,['fun'],6,7.796666666666667,5.413333333333334,6.716666666666667
John_Elton/Island_Girl.3.mid,Island Girl,Elton John,['fun'],6,7.796666666666667,5.413333333333334,6.716666666666667
John_Elton/Island_Girl.2.mid,Island Girl,Elton John,['fun'],6,7.796666666666667,5.413333333333334,6.716666666666667
John_Elton/Island_Girl.mid,Island Girl,Elton John,['fun'],6,7.796666666666667,5.413333333333334,6.716666666666667
John_Elton/We_All_Fall_in_Love_Sometimes.mid,We All Fall In Love Sometimes,Elton John,['wistful'],4,4.9940625,3.0253125,4.74125
John_Elton/Empty_Garden_Hey_Hey_Johnny_.mid,Empty Garden (Hey Hey Johnny),Elton John,['reflective'],2,3.2829545454545457,3.4525,4.862727272727272
John_Elton/Sacrifice.2.mid,Sacrifice,Elton John,"['romantic', 'sad', 'sentimental', 'mellow']",12,5.935714285714285,3.931428571428572,5.68883116883117
John_Elton/Sacrifice.3.mid,Sacrifice,Elton John,"['romantic', 'sad', 'sentimental', 'mellow']",12,5.935714285714285,3.931428571428572,5.68883116883117
John_Elton/Sacrifice.1.mid,Sacrifice,Elton John,"['romantic', 'sad', 'sentimental', 'mellow']",12,5.935714285714285,3.931428571428572,5.68883116883117
John_Elton/Sacrifice.mid,Sacrifice,Elton John,"['romantic', 'sad', 'sentimental', 'mellow']",12,5.935714285714285,3.931428571428572,5.68883116883117
John_Elton/Sad_Songs_Say_So_Much_.mid,Sad Songs,Elton John,['ironic'],3,5.326666666666667,3.9833333333333334,4.953333333333333
John_Elton/Sad_Songs_Say_So_Much_.1.mid,Sad Songs,Elton John,['ironic'],3,5.326666666666667,3.9833333333333334,4.953333333333333
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.mid,I Guess That's Why They Call It the Blues,Elton John,['mellow'],19,5.951562500000001,4.101458333333334,5.799583333333332
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.2.mid,I Guess That's Why They Call It the Blues,Elton John,['mellow'],19,5.951562500000001,4.101458333333334,5.799583333333332
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.3.mid,I Guess That's Why They Call It the Blues,Elton John,['mellow'],19,5.951562500000001,4.101458333333334,5.799583333333332
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.1.mid,I Guess That's Why They Call It the Blues,Elton John,['mellow'],19,5.951562500000001,4.101458333333334,5.799583333333332
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.4.mid,I Guess That's Why They Call It the Blues,Elton John,['mellow'],19,5.951562500000001,4.101458333333334,5.799583333333332
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.5.mid,I Guess That's Why They Call It the Blues,Elton John,['mellow'],19,5.951562500000001,4.101458333333334,5.799583333333332
John_Elton/Sorry_Seems_To_Be_The_Hardest_Word.mid,Sorry Seems to Be the Hardest Word,Elton John,['sad'],22,4.599640287769785,3.830287769784173,4.9735971223021584
John_Elton/Sorry_Seems_To_Be_The_Hardest_Word.1.mid,Sorry Seems to Be the Hardest Word,Elton John,['sad'],22,4.599640287769785,3.830287769784173,4.9735971223021584
John_Elton/Sorry_Seems_To_Be_The_Hardest_Word.mid,Sorry Seems to Be the Hardest,Elton John,['sentimental'],5,6.09,4.395714285714286,5.897142857142857
John_Elton/Sorry_Seems_To_Be_The_Hardest_Word.1.mid,Sorry Seems to Be the Hardest,Elton John,['sentimental'],5,6.09,4.395714285714286,5.897142857142857
John_Elton/Sorry_Seems_To_Be_The_Hardest_Word.mid,Sorry Seems to Be the Hardest Word (live),Elton John,['yearning'],8,4.6075,3.79875,4.675
John_Elton/Sorry_Seems_To_Be_The_Hardest_Word.1.mid,Sorry Seems to Be the Hardest Word (live),Elton John,['yearning'],8,4.6075,3.79875,4.675
John_Elton/Border_Song.1.mid,Border Song,Elton John,['spiritual'],5,5.814166666666666,4.4977083333333345,6.082708333333333
John_Elton/Border_Song.mid,Border Song,Elton John,['spiritual'],5,5.814166666666666,4.4977083333333345,6.082708333333333
John_Elton/Goodby_Yellow_Brick_Road.1.mid,Goodby Yellow Brick Road,Elton John,"['sarcastic', 'sardonic', 'cynical']",3,2.5133333333333336,3.3233333333333337,3.433333333333333
John_Elton/Goodby_Yellow_Brick_Road.3.mid,Goodby Yellow Brick Road,Elton John,"['sarcastic', 'sardonic', 'cynical']",3,2.5133333333333336,3.3233333333333337,3.433333333333333
John_Elton/Goodby_Yellow_Brick_Road.2.mid,Goodby Yellow Brick Road,Elton John,"['sarcastic', 'sardonic', 'cynical']",3,2.5133333333333336,3.3233333333333337,3.433333333333333
John_Elton/Goodby_Yellow_Brick_Road.4.mid,Goodby Yellow Brick Road,Elton John,"['sarcastic', 'sardonic', 'cynical']",3,2.5133333333333336,3.3233333333333337,3.433333333333333
John_Elton/Goodby_Yellow_Brick_Road.mid,Goodby Yellow Brick Road,Elton John,"['sarcastic', 'sardonic', 'cynical']",3,2.5133333333333336,3.3233333333333337,3.433333333333333
John_Elton/The_One.mid,The One,Elton John,['romantic'],17,6.205974025974027,4.0333766233766255,5.508571428571429
John_Elton/The_One.1.mid,The One,Elton John,['romantic'],17,6.205974025974027,4.0333766233766255,5.508571428571429
John_Elton/The_One.2.mid,The One,Elton John,['romantic'],17,6.205974025974027,4.0333766233766255,5.508571428571429
John_Elton/The_One.3.mid,The One,Elton John,['romantic'],17,6.205974025974027,4.0333766233766255,5.508571428571429
John_Elton/The_One.4.mid,The One,Elton John,['romantic'],17,6.205974025974027,4.0333766233766255,5.508571428571429
John_Elton/The_One.5.mid,The One,Elton John,['romantic'],17,6.205974025974027,4.0333766233766255,5.508571428571429
John_Elton/Believe.mid,Believe,Elton John,['romantic'],14,5.88625,4.466057692307692,5.311442307692307
John_Elton/Believe.1.mid,Believe,Elton John,['romantic'],14,5.88625,4.466057692307692,5.311442307692307
John_Elton/Believe.2.mid,Believe,Elton John,['romantic'],14,5.88625,4.466057692307692,5.311442307692307
John_Elton/Believe.3.mid,Believe,Elton John,['romantic'],14,5.88625,4.466057692307692,5.311442307692307
John_Elton/Can_You_Feel_the_Love_Tonight.mid,Can You Feel the Love Tonight,Elton John,['romantic'],10,7.04843137254902,4.402549019607844,5.8668627450980395
John_Elton/Blessed.mid,Blessed,Elton John,['romantic'],10,6.953366336633665,4.537821782178217,6.055940594059405
John_Elton/Blessed.1.mid,Blessed,Elton John,['romantic'],10,6.953366336633665,4.537821782178217,6.055940594059405
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.mid,I Guess That's Why.......,Billy Joel & Elton John,['lively'],1,7.12,6.1,6.86
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.2.mid,I Guess That's Why.......,Billy Joel & Elton John,['lively'],1,7.12,6.1,6.86
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.3.mid,I Guess That's Why.......,Billy Joel & Elton John,['lively'],1,7.12,6.1,6.86
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.1.mid,I Guess That's Why.......,Billy Joel & Elton John,['lively'],1,7.12,6.1,6.86
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.4.mid,I Guess That's Why.......,Billy Joel & Elton John,['lively'],1,7.12,6.1,6.86
John_Elton/I_Guess_Thats_Why_They_Call_It_the_Blues.5.mid,I Guess That's Why.......,Billy Joel & Elton John,['lively'],1,7.12,6.1,6.86
Wham_/Careless_Whisper.mid,Careless Whisper,Wham!,['romantic'],12,6.3856363636363636,4.981454545454545,5.576909090909092
Wham_/Careless_Whisper.1.mid,Careless Whisper,Wham!,['romantic'],12,6.3856363636363636,4.981454545454545,5.576909090909092
Wham_/Careless_Whisper.2.mid,Careless Whisper,Wham!,['romantic'],12,6.3856363636363636,4.981454545454545,5.576909090909092
Wham_/Wake_Me_Up_Before_You_Go_Go.1.mid,Wake Me up Before You Go Go,Wham!,['fun'],3,8.0284,5.9028,6.7124
Wham_/Wake_Me_Up_Before_You_Go_Go.mid,Wake Me up Before You Go Go,Wham!,['fun'],3,8.0284,5.9028,6.7124
Brown_James/Papas_Got_a_Brand_New_Bag.mid,Papa's Got A Brand New Bag (Part 1),James Brown,['stylish'],1,5.68,4.27,6.07
Brown_James/Its_A_Mans_Mans_World.mid,It´s A Man´s World,James Brown,['passionate'],1,7.17,6.33,6.62
Phish/Taste.mid,Taste,Phish,['driving'],3,5.3966666666666665,4.033333333333333,4.680000000000001
